403	Barfeld & Partner GmbH	http://www.barfeld.de	NULL	Mülheim an der Ruhr	DE
462	vergissmeinnicht Werbeagentur GmbH	http://www.vergissmeinnicht-kommunikation.de	2008	Überlingen	DE
507	Michgehl & Partner GmbH	http://www.michgehl.de	NULL	Nordwalde	DE
942	biX Consulting GmbH & Co. KG	http://www.bix-consulting.de	NULL	Ratingen	DE
985	OneTools GmbH & Co. KG	http://www.onetools.de	NULL	Mainz	DE
1199	Stadtwerke Fürstenfeldbruck GmbH	http://www.stadtwerke-ffb.de	1892	Fürstenfeldbruck	DE
1699	analog multimedia	http://www.analog.de/impressum/	NULL	Bammental	DE
1773	Gutmark, Radtke & Company AG	http://www.gutmark.net	2001	Frankfurt	DE
1822	BETTERHOMES (Schweiz) AG	http://www.betterhomes.ch	NULL	Zürich	CH
1900	STROBEL VERLAG GmbH & Co. KG	http://www.strobel-verlag.de	1872	Arnsberg	DE
1942	Probst & Consorten Marketing-Beratung	http://www.probst-consorten.de	1997	Dresden	DE
1954	PROJECT CONSULT Unternehmensberatung Dr. Ulrich Kampffmeyer GmbH	http://www.project-consult.de/ecm/impressum	1992	Hamburg	DE
2005	Löwe Medizintechnik	http://www.loewe-med.de	NULL	Waltenhofen	DE
2078	LOOM GmbH	http://www.loomde	2009	Berlin	DE
2619	VAUTID GmbH	http://www.vautid.de	NULL	Ostfildern	DE
2891	enotech Personalservice GmbH	http://www.enotech.de	2002	Dieburg	DE
2934	autinity systems GmbH	http://www.autinity.de	2004	Chemnitz	DE
2992	Hotel Prinzregent	http://www.prinzregent-edenkoben.de	NULL	Edenkoben	DE
3009	Heinrich Koch Internationale Spedition GmbH & Co. KG	http://www.koch-karriere.de/	1900	Osnabrück	DE
3093	Kfz-Sachverständigenbüro	www.sv-heinzmann.de	NULL	Moorenweis	DE
3430	MSI Aircraft Maintenance Services International GmbH & Co. KG	http://www.msiair.com	NULL	Rüsselsheim	DE
3687	Abegglen Management Consultants AG	http://www.abegglen.com	NULL	Zürich	CH
3718	memoray GmbH	http://www.memoray.de	NULL	München	DE
3738	Proemion GmbH	www.proemion.com	NULL	Fulda	DE
3870	Zephram GbR	http://www.zephram.de	NULL	Magdeburg	DE
3882	actus GmbH	www.actusone.com	2017	Osnabrück	DE
3920	ITG Induktionsanlagen GmbH	http://www.itg-induktion.de	NULL	Hirschhorn	DE
3938	API Deutschland GmbH	http://www.apipro.de	NULL	Schweinfurt	DE
4075	ESD Dienstleistungsgruppe	http://www.esd.de	NULL	Mühldorf	DE
4144	BGS Beta-Gamma-Service GmbH & Co. KG	www.bgs.eu	1981	Wiehl	DE
4263	plümer)communications	http://www.pluemercommunications.de	NULL	Hamburg	DE
4266	Invision Private Equity AG	http://www.invision.ch	1997	Zug	CH
4383	advantegy GmbH	http://www.advantegy.com	2003	Schwerte	DE
4550	INDAT Modellbau Werkzeugbau Formenbau GmbH	http://www.indat.at	1998	Rohrbach an der Gölsen	AT
5116	SchlieperColor e.K.	http://www.schliepercolor.de	1974	Essen	DE
5599	avado Systems Binder & Weber GbR	http://www.avado.de	NULL	Strausberg	DE
5817	WGS electronic GmbH	http://www.wgs-electronic.de	NULL	Hamburg	DE
5897	APONEO Deutsche Versand-Apotheke	http://www.aponeo.de/	NULL	Berlin	DE
6130	Feinmess Dresden GmbH		1872	Dresden	DE
6140	IQ Solutions GmbH	www.iq-solutions.de	NULL	Offenbach	DE
6183	Wunderknaben Kommunikation GmbH	http://www.wunderknaben.com	NULL	Erkrath	DE
6419	Seitz GmbH & Co. KG Management Services	http://www.semase.de	2005	Sinzing	DE
6434	Leguan Productions AG	http://www.leguan.ch	NULL	Uetikon am See	CH
6442	Sofon Deutschland GmbH	www.sofon.com	NULL	Oberhausen	DE
6449	ELWITEC GmbH		NULL	Velbert	DE
6735	Kreisklinik Ebersberg gGmbH	www.klinik-ebe.de	1978	Ebersberg	DE
6751	Barcodat GmbH	http://www.barcodat.de	1986	Dornstetten	DE
6820	MCS Marketing und Convenience-Shop System GmbH	http://www.mcs.eu	1997	Offenburg	DE
7043	Jungfer Druckerei und Verlag GmbH	http://www.jungfer-druck.de	NULL	Herzberg am Harz	DE
7305	Diekmann Rechtsanwälte	http://www.diekmann-rechtsanwaelte.de	NULL	Hamburg	DE
7343	Musicworks	http://www.musicworks.de	2007	Hamburg	DE
7564	Herco Wassertechnik GmbH	http://www.herco-wt.de	1947	Freiberg am Neckar	DE
7633	Concept2 Deutschland GmbH	http://www.concept2.de	NULL	Hamburg	DE
7811	Megatron Veranstaltungstechnik AG	http://www.veranstaltungstechnik.ch	1985	Mellingen	CH
7859	citim GmbH	http://www.citim.de	1996	Barleben	DE
7861	Flair Park-Hotel Ilshofen		1990	Ilshofen	DE
8390	CONFTEC GmbH	http://www.conftec.de	2007	Bad Homburg	DE
8623	Megasoft GmbH	http://	NULL	Solingen	DE
8941	Lightcompany GmbH	http://www.lightcompany.de	NULL	Neuss	DE
8967	Paseo Marketing GmbH	http://www.paseo-marketing.de	NULL	Karlsruhe	DE
9048	infotainweb AG	http://www.infotainweb.com	2007	München	DE
9069	pliXos GmbH	http://www.plixos.com	2009	München	DE
9426	INFOsys Kommunal GmbH	http://www.infosys-kommunal.de	1990	Kirkel-Limbach	DE
9556	HGI Heger Gebäudeautomation Ingenieurgesellschaft mbH	http://www.hgi.de/	NULL	Hörstel	DE
9557	Bausachverständiger	http://www.bausach.eu	2011	Bürstadt	DE
9578	Point Grey Research GmbH	https://eu.ptgrey.com/?countryid=316	1997	Ludwigsburg	DE
9584	REISSER-Schraubentechnik GmbH	http://www.reisser-screws.com	1921	Ingelfingen	DE
9718	widjet GmbH	http://www.widjet.de	2008	Köln	DE
9741	RULMECA GERMANY GmbH	http://www.rulmeca.de	1850	Aschersleben	DE
9775	freelancermap GmbH	https://www.freelancermap.de	NULL	Nürnberg	DE
9942	KaffeeSATZ PR	http://www.kaffeesatz-pr.de	2009	Bochum	DE
10531	Christmann Informationstechnik + Medien GmbH & Co. KG	http://www.christmann.info	NULL	Ilsede	DE
10541	focus consulting GmbH	http://www.focus-corporation.com/	NULL	Braunschweig	DE
10593	Fexcom GmbH	www.fexcom.de	1993	Leipzig	DE
10663	IHH INTERNATIONAL HEAD HUNTERS Management- und Personalberatungsgesellschaft mbH	http://www.i-h-h.com	NULL	München	DE
10706	eobiont GmbH	http://www.eobiont.de	NULL	Berlin	DE
10825	ZS Computer Service GmbH	http://www.zs-docma.de	NULL	Gießen	DE
10885	Promostore Merchandising GmbH	http://www.promostore.de	2004	Essen	DE
11091	LUTRO Luft- und Trockentechnik GmbH	http://www.lutro.de/	1954	Leinfelden-Echterdingen	DE
11109	Silbitz Guss GmbH	http://www.silbitz-guss.de/	NULL	Silbitz	DE
11150	ISN - Innovation Service Network GmbH	http://www.innovation.at	2001	Graz	AT
11256	MT Misslbeck Technologies GmbH	http://www.misslbeck.de/	NULL	Ingolstadt	DE
