507	537432528
2078	341494761
2078	344516278
2078	319757837
2078	537384633
3920	331833355
3938	499136059
5116	332887442
5599	312764746
6140	313037363
6419	506951131
6449	341367373
7343	313405851
7633	328872528
7811	481115009
7861	323694943
8967	537220506
9556	314649039
9578	340884612
10531	537207636
10663	312752421
11109	330286758
11256	333908767
11269	343128799
11566	341192070
11790	317074078
11902	551252203
12967	341265636
13254	301739921
13420	314621434
15466	344345470
15824	498024561
15837	329609239
15881	343461724
15908	340779349
16155	320686868
16644	342827867
18033	344879106
19040	341229232
19751	341045005
20213	506962088
20343	333758642
20809	341503167
20864	313573889
21909	315536735
22143	344970319
22457	316123355
22728	331516703
23023	342321784
24798	341202175
25650	316342310
25650	332625763
25659	341148162
25713	330843327
25718	332244602
25723	333740046
25737	537611670
25796	344145730
25810	314333472
25862	537587755
25890	319726105
26183	389006292
26183	315016931
26183	332096986
26183	537498052
26183	343416186
26183	300729352
26183	316376425
26183	388225336
26183	342312865
26183	331155010
26183	537276821
26183	507440985
26183	389267084
26240	340888152
26247	506666044
26252	332221097
26252	300308265
26333	313385358
26333	341195357
26349	300569659
26384	507104698
26384	301576315
26384	321427106
26645	312778994
26698	332637250
26698	537302135
26790	341184124
26799	312505171
26813	506781009
26862	313186597
26862	315757856
26862	312880586
26870	331712922
26919	315185889
26928	331821814
27060	321431900
27080	314640343
27089	329660302
27232	327118139
27266	333403702
27320	331140058
27320	313513345
27353	301685314
27390	322377698
27390	331374921
27425	323950758
27425	551364359
27425	344779520
27471	498121136
27621	333348550
27651	315764589
27686	333716962
27686	313028958
27691	340301600
27760	537781796
27762	315395546
27762	312801928
27773	317013878
27969	333894608
28076	340980639
28076	342002042
28393	480103170
28393	303253884
28393	316824697
28446	323764704
28446	303560866
28452	304195647
28533	315070623
28574	331519210
28674	314333480
28879	332192376
28879	314652975
28879	342090328
28879	344827944
28879	342077300
28879	342072751
28880	312528959
28945	322017898
29061	340713775
29141	315115712
29141	482580268
29141	486356652
29141	314778663
29292	319759627
29312	315277348
29504	315571430
29504	300468903
29504	329194109
29504	313498256
29504	326244550
29504	341354473
29615	341142566
29635	315999305
29643	331813456
29693	317456655
29706	498997758
29720	483447223
29720	480030532
29720	481344687
29720	329905900
29720	300169281
29720	487952673
29720	482153038
29720	480467869
29720	344018168
29742	332357081
29744	344842559
29762	317103927
29796	326487220
29796	319149860
29834	344191168
29937	551568780
29964	342449060
29977	481844744
30019	315661129
30060	314189361
30146	320311681
30151	312508050
30151	537456902
30151	481238470
30151	551473270
30151	322663618
30151	498990423
30151	313716151
30151	551518769
30151	312997473
30151	481286326
30151	312994488
30151	341881513
30151	312627036
30151	341309917
30151	342596960
30151	329579341
30151	341292811
30151	344944983
30151	332338016
30151	319888012
30151	480852383
30151	333722176
30151	316137876
30151	498989698
30151	329116169
30151	313094513
30151	551568897
30151	343957895
30151	312514788
30151	341514723
30151	317789550
30151	331388640
30151	313225876
30151	321910002
30151	551194447
30151	319679353
30151	313094489
30151	319002200
30151	314868878
30151	312679321
30151	300828584
30158	313162778
30158	300958162
30158	303183750
30158	321563199
30169	482755340
30169	344021667
30169	506942957
30231	331809090
30339	312781685
30475	312970338
30632	323187732
30655	303595003
30667	341033348
30700	315798939
30770	314874087
31044	315015883
31051	342226307
31051	333229024
31051	342226308
31051	327643714
31071	551255321
31084	329041185
31101	329815802
31103	537494338
31103	329050327
31103	315638226
31103	537340460
31120	344539460
31132	333912491
31163	314180048
31163	343277273
31240	341303555
31240	480886829
31240	315731497
31240	341211393
31394	316740703
31434	328583997
31434	341002255
31434	340282296
31535	331376793
31679	333067143
31694	343933375
31704	333167471
31704	324092196
31704	507484959
31704	315889985
31711	344455824
31833	312526048
31833	301757014
31900	480873488
31984	313396042
31984	313228463
31984	314279822
32124	333099088
32141	300577665
32145	343575460
32154	329493647
32277	340003299
32299	340851795
32299	333649676
32315	537494205
32318	312561722
32356	344247937
32356	551531010
32450	327529699
32450	480116177
32450	312584504
32450	300175619
32450	482821092
32477	331690888
32550	483393042
32561	313305128
32691	319097358
33060	315803338
33079	330945192
33214	482489390
33214	329065598
33214	341466604
33306	484857466
33325	480671770
33386	342481777
33387	480103497
33457	315549076
33531	333298198
33531	300197754
33642	341200824
33642	314332797
33642	341235063
33697	331070750
33754	315423520
33763	328430749
33912	328914036
34037	487965675
34037	300162583
34155	481027860
34231	340443892
34473	537321762
34572	316642586
34624	315354824
34848	314284006
34907	329222165
34928	342444080
34928	317447324
34931	317898237
34967	340778323
35088	537227928
35285	317696383
35469	333669989
35558	341052818
35937	315030031
35975	344479501
36069	537229189
36093	333216828
36101	329809599
36194	323949941
36222	340823939
36263	537789518
36268	312692019
36268	312679105
36268	341966703
36270	343904897
36275	315610287
36460	344591586
36533	330146544
36533	315819227
36588	340390822
36665	330264065
36954	341088433
36975	482508103
36999	481009905
37120	481650729
37171	319681607
37191	318280823
37232	314477220
37300	332569479
37378	314824959
37378	314310181
37381	315651708
37381	312675186
37381	332677389
37418	313594111
37421	341188853
37434	329980523
37484	483672213
37503	315559448
37503	342387060
37633	480933105
37702	315009639
37707	316140623
37707	329240969
37707	340263457
37707	333231400
37707	340684133
37777	317240638
37808	481288520
37808	300377319
37848	342849809
37981	324912187
37993	329020833
37993	312880410
37993	344841031
37993	323305953
37993	506890107
37993	323383620
37993	551552602
37993	340749160
37993	300517920
37993	333733561
37993	537723806
37993	388033581
37993	317393528
37993	333287332
37993	506779946
37993	325237535
37993	332712330
38055	480123150
38055	344420034
38197	330881942
38207	340850226
38299	302022330
38306	314739467
38340	333620297
38397	313935777
38434	333828643
38678	329557487
38738	328573410
38768	316284389
38817	332685358
38980	330438834
39094	320773385
39099	327843546
39099	341370954
39099	318709003
39099	328607127
39133	332917926
39223	341205408
39223	342515474
39223	344969212
39223	312542658
39238	333971898
39252	342603252
